industry,name,market_capitalization_billion,roe_perc_2017,roe_perc_2016,outperform_sse,outperform_dummy,market_capitalization_by_industry,q1,q2,q3,min,max,r0,r1,outlier,weighted_outperformance,bluechips
化工,雅克科技,6.887260125,2.25,4.92,-25.03,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.070211398,0
化工,恒逸石化,27.45466976,14.21,11.41,0.87,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.009728273,1
化工,国际实业,2.064087571,-3.09,1.61,4.31,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.003623311,0
化工,嘉化能源,14.16970507,19.28,20,30.35,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.175153891,0
化工,南京化纤,1.685191646,-22.95,6.32,-22.59,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.015504787,0
化工,扬农化工,12.17902705,15.71,13.44,2.9,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.014385033,1
化工,天原集团,4.325947874,2.5,1.37,-10.98,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.019345676,0
化工,安诺其,3.74226761,7.69,8.27,10.75,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.016384892,0
化工,乐凯新材,1.849368,19.77,23.54,-7.85,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005912801,0
化工,日科化学,2.295129989,6.52,5.94,32.68,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.030548481,1
化工,德美化工,2.65792345,1.67,7.67,-34.41,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.037250098,0
化工,红太阳,8.084358392,13.64,2.7,-6.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.020809561,0
化工,国恩股份,6.2957125,22.23,17.04,4.81,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.012333611,1
化工,乐通股份,2.994,0.21,0.16,17.69,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.021571478,0
化工,云图控股,4.515147,3.44,4.76,-6.03,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.011088926,0
化工,恒天海龙,2.33274046,0.71,1.69,-9.25,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.008788372,0
化工,普利特,4.034310422,7.92,14.16,-14.11,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.02318444,0
化工,再升科技,4.114055524,9.95,10.12,3.62,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.006065673,0
化工,江苏索普,1.69451063,15.96,5.09,-8.48,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005852487,1
化工,青岛双星,3.284016661,4.07,3.67,-14.61,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.019541408,0
化工,同德化工,2.19247056,9.42,8.37,8.8,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.007858085,1
化工,江南高纤,2.943993533,4.09,1.67,-10.57,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012673954,0
化工,亚邦股份,4.36032,14.03,19.99,-31.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.055621206,0
化工,两面针,2.0625,-7.49,1.31,-21.37,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.017951418,0
化工,嘉澳环保,1.657790614,7.83,7.78,-12.01,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.008109106,1
化工,雅本化学,4.787648071,7.05,1.68,8.89,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.017335017,0
化工,国光股份,3.98501769,22.1,16.24,6.95,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.011280162,1
化工,金牛化工,3.163486493,3.83,2.98,-12.6,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.016234421,0
化工,奥克股份,3.91414,7.59,2.89,9.09,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.014491072,0
化工,康普顿,2.168,14.85,17.76,-16.16,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.014269242,0
化工,世龙实业,1.7616,13.67,10.53,-27.76,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.019917143,1
化工,华鼎股份,8.654447111,3.37,2.66,-22.91,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.080754122,0
化工,云南能投,4.059054273,7.04,12.95,-13.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.022020611,0
化工,建新股份,5.49634778,9.22,2.5,119.39,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.267265216,0
化工,同大股份,1.152624,4.19,5.84,-20.83,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.009778612,0
化工,青岛金王,3.608195524,19,14.71,-26.39,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.038781958,1
化工,恩捷股份,24.02036446,9.74,17.16,22.5,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.220121464,0
化工,航锦科技,6.555,10.72,5.16,-3.45,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.009210688,1
化工,中化国际,15.16433225,5.25,0.51,9.99,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.061700554,0
化工,东华能源,13.21476042,14.93,11.16,-11.24,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.060495892,1
化工,三友化工,12.30352271,22.31,11.47,-13.11,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.06569502,1
化工,湘潭电化,2.426111895,4.38,2.13,-8.4,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.008300235,0
化工,金路集团,2.522014532,8.06,7.48,-30.05,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.030866852,1
化工,霞客环保,1.939406513,2.55,-13.31,-19.54,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.01543454,0
化工,蓝帆医疗,14.75954558,14.87,14.66,50.6,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.304175188,1
化工,皖维高新,4.718441995,1.92,3.01,-11.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.021754311,0
化工,氯碱化工,6.721304636,40.85,-15.61,-15.95,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.043663098,0
化工,高争民爆,2.63856,14.42,30.84,3.02,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.003245445,0
化工,大庆华科,1.66457118,8.88,6.67,-14.87,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.010081232,1
化工,华昌化工,3.377719944,2.12,1.11,-2.37,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.00326041,0
化工,新疆天业,4.483328043,13.14,18.01,-17.38,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.031735882,0
化工,辉隆股份,3.344016,6.06,4.71,-15.45,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.021042489,0
化工,神马股份,4.909308,2.69,3.49,80.8,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.161559285,0
化工,安纳达,1.7696146,27.98,8.82,-18.89,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.01361479,1
化工,广汇能源,26.34207379,5.77,1.86,11.15,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.119625871,0
化工,三棵树,5.117475493,16.72,16.7,-6.05,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012609894,1
化工,元力股份,2.90088,8.7,7.96,-36.41,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.04301805,1
化工,红宝丽,2.257717913,2.63,9.65,-14.9,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013701125,0
化工,丹化科技,3.214806111,13.38,-13.89,-18.64,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.024406245,0
化工,中泰化学,16.24862346,14.54,14.74,-19.57,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.129511306,0
化工,振华股份,2.41164,9.26,10.23,4.76,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.00467541,0
化工,盐湖股份,21.75936759,-17.34,1.44,-20.95,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.185665229,0
化工,亚星化学,1.44226458,128.84,-18.84,-32.02,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.018809036,0
化工,红星发展,2.20255255,8.55,4.37,-11.68,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.010477783,0
化工,洪汇新材,2.2807675,12.49,12.57,-2.76,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002563837,0
化工,黔轮胎A,2.706370421,-6.38,0.43,-2.36,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002601354,0
化工,泰山石油,2.620323594,0.31,0.47,-9.97,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.010640214,0
化工,和邦生物,14.83650038,4.83,4.29,7.76,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.04689143,0
化工,世名科技,2.0447479,9.31,16.72,3.89,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.003239587,0
化工,上海家化,19.09009901,7.16,3.88,0.33,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.002565798,0
化工,德联集团,3.055033535,5.49,5.22,-4.42,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005499694,1
化工,三力士,3.658845281,9.86,15.01,-12.67,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.018880824,0
化工,澄星股份,2.126858884,3.17,3.32,-15.95,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013816551,0
化工,神剑股份,3.132527194,6.46,9.49,-10.07,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012847677,0
化工,上海石化,48.67290973,20.84,26.38,8.81,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.174647953,0
化工,宏大爆破,6.053841293,5.56,2.49,41.45,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.102201165,0
化工,英力特,2.570182865,3.17,3.86,-13.48,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.014110883,0
化工,西陇科学,3.476185547,5.24,5.52,-44.31,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.062734289,0
化工,长青股份,3.972322289,7.63,5.61,1.39,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.002248845,1
化工,广东榕泰,2.912913082,4.44,3.53,-8.4,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.009965684,0
化工,东材科技,2.32468971,4.3,1.87,-17.16,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.016247351,0
化工,金发科技,12.41570647,5.61,8.62,-6.46,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.032666623,0
化工,玲珑轮胎,16.54804166,12.57,16.34,3.09,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.020825976,0
化工,泰和新材,6.401536128,4.89,2.99,13.33,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.034754787,0
化工,广聚能源,4.92096,6.46,13.69,-6.49,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013007529,0
化工,远兴能源,9.663266771,8.39,-7.95,6.99,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.027510686,0
化工,天科股份,2.701487024,7.64,3.66,-10.2,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.011222855,0
化工,双象股份,1.88282718,1.39,4.31,10.08,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.007729854,0
化工,金正大,19.67792392,7.81,12.03,-11.16,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.089442464,0
化工,海利得,4.68419971,11.21,10.49,-10.25,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.019555078,1
化工,永利股份,4.350378199,11.18,9.32,-7.87,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013944471,1
化工,达威股份,1.425005373,8.07,13.53,-15.56,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.009030803,0
化工,S佳通,5.508,6.83,14.92,-9,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.020190019,0
化工,新乡化纤,3.383094772,0.85,4.12,-17.05,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.023493019,0
化工,沙隆达A,22.50109652,9.05,-3.63,-17.17,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.157352722,0
化工,宝莫股份,2.88252,0.84,1.48,6.87,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.008065464,0
化工,海达股份,2.873899433,15.91,10.4,-40.04,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.046866867,1
化工,诺普信,6.096889481,17.38,-16.38,16.33,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.040550367,0
化工,东方盛虹,21.83746846,6.48,4,26.94,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.239607366,0
化工,沈阳化工,3.130544989,5.18,8.4,-12.46,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.015886868,0
化工,宏昌电子,2.236458588,7.39,2.64,-18.06,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.016450492,0
化工,兆新股份,5.835476803,6.86,7.57,-2.3,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005466438,0
化工,回天新材,2.652188327,6.43,6.3,-11.65,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012584344,1
化工,裕兴股份,2.12810961,4.84,5.31,20.1,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.017421692,0
化工,利尔化学,7.215372893,18.11,10.98,7.85,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.023068997,1
化工,双箭股份,3.029495,6.79,3.36,12.29,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.015164301,0
化工,醋化股份,2.6725536,12.53,12.8,-10.44,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.011363895,0
化工,鼎龙股份,6.256214173,10.02,12.85,-19.99,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.050935982,0
化工,星源材质,4.944015811,8.62,24.75,20.52,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.041319731,0
化工,蓝晓科技,4.877689375,12.19,8.78,65.22,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.129567243,1
化工,万盛股份,3.669559965,8.54,15.21,-24.56,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.036706471,0
化工,巨化股份,19.46322767,8.82,1.89,10.44,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.082759078,0
化工,德威新材,3.479871074,1.35,5.93,-21.33,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.030231124,0
化工,科斯伍德,2.2678425,1,5.17,-7.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.006761207,0
化工,江山股份,5.12622,16.83,3.93,23.67,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.049419208,0
化工,赛轮轮胎,6.294403485,7.01,8.31,-11.64,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.02984062,0
化工,浙江龙盛,30.06078639,15.24,13.76,3.54,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.043341494,1
化工,云天化,6.646537064,4.95,-62.1,-6.84,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.018516198,0
化工,江南化工,6.469725154,2.26,1.93,6.12,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.016126404,0
化工,新开源,3.406340071,7.36,6.7,-33.1,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.045921523,1
化工,金禾实业,8.733548951,35.88,24.76,-15.36,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.054636423,1
化工,凯美特气,3.442824,5.95,2.43,7.96,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.011161644,0
化工,茂化实华,2.027513888,11.08,7.18,-10.08,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.008323858,1
化工,沧州大化,7.174662205,60.35,28.11,-19.03,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.055608417,1
化工,华锦股份,9.676627349,15.87,18.5,-13.61,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.053639216,0
化工,达志科技,2.25158388,11.24,14.26,11.03,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.010114954,0
化工,渝三峡A,1.899133924,8.01,25.18,-15.66,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012112886,0
化工,光华科技,5.942753312,9.97,8.31,28.21,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.068279616,1
化工,硅宝科技,1.95893955,7.1,13.54,-17.41,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013890571,0
化工,纳尔股份,2.055141995,6.5,19.09,3.98,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.003331388,0
化工,藏格控股,22.41008183,18.49,21.56,-13.59,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.124040407,0
化工,澳洋健康,2.880745853,12.2,21.84,-15.36,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.018021729,0
化工,荣盛石化,62.3448778,14.09,16.36,27.37,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.694985682,0
化工,宏达新材,2.123456075,2.6,1.43,-8.32,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.007195598,0
化工,金瑞矿业,1.734821163,2.05,10.3,-10.57,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.007468441,0
化工,兴化股份,3.822189584,6.39,0.73,1.94,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.003020051,0
化工,国风塑业,2.173982206,4.02,1.25,-7.26,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.006428252,0
化工,三爱富,4.943177469,1.91,-11.19,-2.76,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005556682,0
化工,新宙邦,9.356752875,12.45,12.38,42.27,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,1,0.16108596,1
化工,中材科技,11.15306752,9.23,5.55,-24.02,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.109110769,1
化工,兰太实业,3.066217511,10.02,5.19,-20.84,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.026025612,1
化工,川金诺,2.1855576,9.43,10.74,-2.3,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002047342,0
化工,鲁西化工,15.58611868,26.62,3.09,-8.97,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.056941736,0
化工,富邦股份,1.685202415,9.16,12.63,-3.75,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002573852,0
化工,红墙股份,2.010767849,8.78,11.23,-30.06,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.024617911,0
化工,齐翔腾达,13.04778801,13.61,8.67,-18.57,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.09868453,1
化工,风神股份,2.075304789,-21.78,3.78,-12.24,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.010345788,0
化工,广信材料,1.743039084,7.64,12.87,-18.7,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.013275443,0
化工,横河模具,1.69499,8.62,14.37,-4.02,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002775195,0
化工,多氟多,8.375593734,9.56,20.84,-17.7,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.06037945,0
化工,鲁北化工,1.965524999,6.98,2.82,-2.23,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.001785187,0
化工,丰元股份,1.368422856,6.83,4.87,-28.7,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.015995672,0
化工,闰土股份,10.319985,14.07,10.76,-7.16,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.030094863,1
化工,山东海化,4.484410549,27.54,-5.58,-21.43,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.039140631,0
化工,龙星化工,3.936,4.51,2.88,-11.54,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.018499551,0
化工,司尔特,3.497245778,6.47,7.91,-21.18,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.030168408,0
化工,宝利国际,2.608128,3.15,2.33,-0.61,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.000647976,0
化工,中国石化,676.717,7.14,6.68,24.34,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,6.708538906,1
化工,先锋新材,1.60686,-3.93,9.57,-18.84,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.012329891,0
化工,广信股份,4.911658457,13.17,7.82,-22.62,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.045250256,1
化工,蓝丰生化,2.387405672,1.39,4.36,-7.1,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.006903747,0
化工,兴业股份,2.876832,12.48,18.39,18.04,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.021137388,0
化工,南岭民爆,1.96039536,1.32,1.49,-12.78,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.010204102,0
化工,当升科技,12.21076873,17.22,7.69,29.7,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.147706544,1
化工,濮阳惠成,2.75315544,15.38,14.72,-4.89,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.005483273,1
化工,新纶科技,14.43769816,5.18,2.14,14.22,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.083617627,0
化工,华邦健康,9.95030738,5.35,5.9,-2.21,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.008956309,0
化工,久联发展,2.736797818,3.75,3.09,-2,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.002229323,0
化工,天晟新材,1.561464989,-3.11,1.46,2.08,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.001322805,0
化工,卫星石化,10.5815153,18.33,9.48,-16.95,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.073049601,1
化工,中核钛白,5.346585135,13.98,3.29,-20.81,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.045315716,0
化工,岳阳兴长,2.509877425,-1.45,4.4,-3.33,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.003404059,0
化工,金浦钛业,3.473652498,8.49,6.58,-6.97,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.009860965,1
化工,华鲁恒升,20.02727571,14.02,11.27,1.28,1,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,0.01044076,1
化工,佛塑科技,3.33760994,4.87,6,-19.21,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.026113388,0
化工,百川股份,2.631413653,10.7,9.68,-23.46,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.025143018,1
化工,杭州高新,1.89122789,7.98,7.04,-9.94,0,2455.272603,-16.95,-7.87,4.16,-47.86,119.39,-47.86,35.825,0,-0.007656504,1
